,loss,accuracy,val_loss,val_accuracy
0,0.19742347300052643,0.9349251985549927,0.1332533061504364,0.958305299282074
1,0.1113041490316391,0.9678829908370972,0.09097613394260406,0.9757902026176453
2,0.09405604749917984,0.97444087266922,0.09521440416574478,0.9764626622200012
3,0.09111884981393814,0.9732638597488403,0.07428453117609024,0.9798251390457153
4,0.08300775289535522,0.976458728313446,0.07726354897022247,0.977135181427002
5,0.07340847700834274,0.9786446690559387,0.07819277048110962,0.9764626622200012
6,0.06500489264726639,0.9826803207397461,0.0890546515583992,0.9751176834106445
7,0.07651447504758835,0.9772994518280029,0.10320062935352325,0.9778076410293579
8,0.06256089359521866,0.9825121760368347,0.10344560444355011,0.9731001853942871
9,0.06293683499097824,0.9815033078193665,0.09058636426925659,0.9704102277755737
