,loss,accuracy,val_loss,val_accuracy
0,0.023382296785712242,0.9484025835990906,0.06205610930919647,0.8344923257827759
1,0.012793700210750103,0.9728513360023499,0.05068455636501312,0.9082058668136597
2,0.010071711614727974,0.9763011932373047,0.045553598552942276,0.905424177646637
3,0.008815178647637367,0.9772011637687683,0.03455560654401779,0.9095966815948486
4,0.0071429600939154625,0.980800986289978,0.07634016871452332,0.8456189036369324
5,0.006380073260515928,0.9824509024620056,0.03857811912894249,0.8984701037406921
6,0.005846305284649134,0.9826008677482605,0.04019350931048393,0.8803894519805908
7,0.005854192189872265,0.9830508232116699,0.04710887372493744,0.8984701037406921
8,0.006003267597407103,0.9800509810447693,0.02279502898454666,0.9415855407714844
9,0.004950203932821751,0.983650803565979,0.020132211968302727,0.9457579851150513
