,loss,accuracy,val_loss,val_accuracy
0,0.25380179286003113,0.9420238137245178,0.38089972734451294,0.8803894519805908
1,0.1232866495847702,0.9701226949691772,0.3498716652393341,0.9151599407196045
2,0.10500572621822357,0.9740352034568787,0.3451760411262512,0.8678720593452454
3,0.09643761068582535,0.9759914875030518,0.40894585847854614,0.8442280888557434
4,0.08330479264259338,0.9791926145553589,0.4693262279033661,0.831710696220398
5,0.07393549382686615,0.9806153178215027,0.4314514398574829,0.8553546667098999
6,0.0690583884716034,0.9822158813476562,0.34920069575309753,0.8929068446159363
7,0.06336170434951782,0.9816823601722717,0.4263302683830261,0.8567454814910889
8,0.054436661303043365,0.9841721653938293,0.3494033217430115,0.8623087406158447
9,0.051807813346385956,0.9841721653938293,0.3586406111717224,0.8595271110534668
