,loss,accuracy,val_loss,val_accuracy
0,0.2795601785182953,0.9135977625846863,1.3661580085754395,0.4944903552532196
1,0.18986746668815613,0.9497166872024536,1.2402217388153076,0.6074380278587341
2,0.13021382689476013,0.9642351269721985,0.9517656564712524,0.7465564608573914
3,0.11669031530618668,0.9649433493614197,1.1543973684310913,0.6432507038116455
4,0.10332946479320526,0.9699008464813232,1.194510579109192,0.6515151262283325
5,0.09872271120548248,0.9706090688705444,1.1061675548553467,0.6955922842025757
6,0.09847959876060486,0.9706090688705444,1.1055305004119873,0.4903581142425537
7,0.09460463374853134,0.9730878472328186,1.24398672580719,0.5853994488716125
8,0.08840522915124893,0.972733736038208,1.5433530807495117,0.45041322708129883
9,0.08462126553058624,0.9748583436012268,0.8782498240470886,0.7162534594535828
