,loss,accuracy,val_loss,val_accuracy
0,0.17010247707366943,0.9448665976524353,0.361224502325058,0.8248974084854126
1,0.1030995100736618,0.9701360464096069,0.6747273802757263,0.798905611038208
2,0.09943738579750061,0.9708428978919983,0.37172451615333557,0.8686730265617371
3,0.0830366313457489,0.9750839471817017,0.7064865231513977,0.793433666229248
4,0.07455691695213318,0.9779112935066223,0.6748411059379578,0.797537624835968
5,0.06585951894521713,0.9828591346740723,1.0429143905639648,0.7400820851325989
6,0.06710794568061829,0.9795016646385193,0.5405643582344055,0.8604651093482971
7,0.06467948108911514,0.980915367603302,0.8284069895744324,0.7606019377708435
8,0.056076716631650925,0.9837427139282227,0.8508090376853943,0.794801652431488
9,0.05076327547430992,0.9839194416999817,0.4130728244781494,0.8522571921348572
