,loss,accuracy,val_loss,val_accuracy
0,0.17427390813827515,0.9452484250068665,0.12532486021518707,0.9644322991371155
1,0.12104692310094833,0.9649410843849182,0.1883765608072281,0.9439124464988708
2,0.09039540588855743,0.9740414619445801,0.6473824381828308,0.8413132429122925
3,0.09996045380830765,0.9719528555870056,0.44943779706954956,0.8577291369438171
4,0.07682867348194122,0.978069543838501,0.3092893958091736,0.9083447456359863
5,0.06755363196134567,0.9825451374053955,0.28810328245162964,0.9015048146247864
6,0.07045499235391617,0.9819483757019043,0.5900315642356873,0.8344733119010925
7,0.06170085072517395,0.9819483757019043,0.2921653389930725,0.928864598274231
8,0.06121093034744263,0.9834402799606323,0.6974384784698486,0.8399452567100525
9,0.05225672945380211,0.9858272671699524,0.3561612069606781,0.9124487042427063
