,loss,accuracy,val_loss,val_accuracy
0,0.023197369650006294,0.9439742565155029,0.017756279557943344,0.9573748111724854
1,0.011522553861141205,0.972410261631012,0.012012926861643791,0.9729363918304443
2,0.008722125552594662,0.9756262898445129,0.010694211348891258,0.9709066152572632
3,0.007832483388483524,0.9790115356445312,0.010294651612639427,0.9715832471847534
4,0.006063942797482014,0.9822275042533875,0.00906385201960802,0.9749661684036255
5,0.005440688692033291,0.9818889498710632,0.009677973575890064,0.9729363918304443
6,0.004865597002208233,0.9839200973510742,0.008796659298241138,0.9776725172996521
7,0.004212801810353994,0.9862897992134094,0.008861429989337921,0.9769959449768066
8,0.003720037406310439,0.9879823923110962,0.00919631402939558,0.975642740726471
9,0.0034538928885012865,0.9873053431510925,0.01016576774418354,0.9715832471847534
