,loss,accuracy,val_loss,val_accuracy
0,0.10238320380449295,0.9473590850830078,0.1656646728515625,0.8873435258865356
1,0.05139148235321045,0.9695891737937927,0.1559738963842392,0.8859527111053467
2,0.03659400716423988,0.976880669593811,0.1617661863565445,0.905424177646637
3,0.02946527861058712,0.9799039363861084,0.11388189345598221,0.924895703792572
4,0.026799969375133514,0.9806153178215027,0.23045465350151062,0.8470097184181213
5,0.023231932893395424,0.9815045595169067,0.12163908779621124,0.9179415702819824
6,0.02170667052268982,0.982393741607666,0.11201382428407669,0.8984701037406921
7,0.023515386506915092,0.9799039363861084,0.08177032321691513,0.9360222816467285
8,0.021995384246110916,0.9799039363861084,0.13064679503440857,0.9012517333030701
9,0.020968222990632057,0.982393741607666,0.14338763058185577,0.8762169480323792
