,loss,accuracy,val_loss,val_accuracy
0,0.14156876504421234,0.9551157355308533,0.7907081246376038,0.6730506420135498
1,0.10053502768278122,0.9715497493743896,0.446125864982605,0.8248974084854126
2,0.08853857219219208,0.973670244216919,0.5511382222175598,0.7783857583999634
3,0.07699476182460785,0.979324996471405,0.8689322471618652,0.6990423798561096
4,0.06994541734457016,0.9784414172172546,0.5488647222518921,0.803009569644928
5,0.06032251566648483,0.9830358624458313,0.5109429955482483,0.801641583442688
6,0.055325962603092194,0.982505738735199,1.177200436592102,0.6402188539505005
7,0.05336148664355278,0.9833893179893494,1.2769861221313477,0.6853625178337097
8,0.047949258238077164,0.9853330850601196,0.9363419413566589,0.7195622324943542
9,0.04258444160223007,0.9856865406036377,0.7627198696136475,0.7756497859954834
