,loss,accuracy,val_loss,val_accuracy
0,0.14340375363826752,0.9134907722473145,0.35569366812705994,0.7732962369918823
1,0.07377378642559052,0.9579771161079407,0.26215800642967224,0.8358832001686096
2,0.056909382343292236,0.9685552716255188,0.47596293687820435,0.7858136296272278
3,0.052002016454935074,0.970439076423645,0.5307349562644958,0.7885952591896057
4,0.041699040681123734,0.9753658771514893,0.7321071028709412,0.7635604739189148
5,0.03467942774295807,0.978408932685852,0.638252317905426,0.7885952591896057
6,0.035357311367988586,0.9759455323219299,0.6155766248703003,0.7677329778671265
7,0.028121018782258034,0.9815968871116638,0.41786566376686096,0.8191933035850525
8,0.02627483569085598,0.9829010367393494,0.20083482563495636,0.905424177646637
9,0.027641410008072853,0.9814519882202148,0.4330504238605499,0.8205841183662415
