Subject,Folder,Number,Label,GT
sub21,EP05_02,0,0,0
sub21,EP05_02,1,0,0
sub21,EP05_02,2,0,0
sub21,EP05_02,3,0,0
sub21,EP05_02,4,0,0
sub21,EP05_02,5,0,0
sub21,EP05_02,6,0,0
sub21,EP05_02,7,0,0
sub21,EP05_02,8,0,0
sub21,EP05_02,9,0,0
sub21,EP05_02,10,0,0
sub21,EP05_02,11,0,0
sub21,EP05_02,12,0,0
sub21,EP05_02,13,0,0
sub21,EP05_02,14,0,0
sub21,EP05_02,15,0,0
sub21,EP05_02,16,0,0
sub21,EP05_02,17,0,0
sub21,EP05_02,18,0,0
sub21,EP05_02,19,0,0
sub21,EP05_02,20,0,0
sub21,EP05_02,21,0,0
sub21,EP05_02,22,0,0
sub21,EP05_02,23,0,0
sub21,EP05_02,24,0,0
sub21,EP05_02,25,0,0
sub21,EP05_02,26,0,0
sub21,EP05_02,27,0,0
sub21,EP05_02,28,0,0
sub21,EP05_02,29,0,0
sub21,EP05_02,30,0,0
sub21,EP05_02,31,0,0
sub21,EP05_02,32,0,0
sub21,EP05_02,33,0,0
sub21,EP05_02,34,0,0
sub21,EP05_02,35,0,0
sub21,EP05_02,36,0,0
sub21,EP05_02,37,0,0
sub21,EP05_02,38,0,0
sub21,EP05_02,39,0,0
sub21,EP05_02,40,0,0
sub21,EP05_02,41,0,0
sub21,EP05_02,42,0,0
sub21,EP05_02,43,0,0
sub21,EP05_02,44,0,0
sub21,EP05_02,45,0,0
sub21,EP05_02,46,0,0
sub21,EP05_02,47,0,0
sub21,EP05_02,48,0,0
sub21,EP05_02,49,0,0
sub21,EP05_02,50,0,0
sub21,EP05_02,51,0,0
sub21,EP05_02,52,0,0
sub21,EP05_02,53,0,0
sub21,EP05_02,54,0,0
sub21,EP05_02,55,0,0
sub21,EP05_02,56,0,0
sub21,EP05_02,57,0,0
sub21,EP05_02,58,0,0
sub21,EP05_02,59,0,0
sub21,EP05_02,60,0,0
sub21,EP05_02,61,0,0
sub21,EP05_02,62,0,0
sub21,EP05_02,63,0,0
sub21,EP05_02,64,0,0
sub21,EP05_02,65,0,0
sub21,EP05_02,66,0,0
sub21,EP05_02,67,0,0
sub21,EP05_02,68,0,0
sub21,EP05_02,69,0,0
sub21,EP05_02,70,0,0
sub21,EP05_02,71,0,0
sub21,EP05_02,72,0,0
sub21,EP05_02,73,0,0
sub21,EP05_02,74,0,0
sub21,EP05_02,75,0,0
sub21,EP05_02,76,0,0
sub21,EP05_02,77,0,0
sub21,EP05_02,78,0,0
sub21,EP05_02,79,0,0
sub21,EP05_02,80,0,0
sub21,EP05_02,81,0,0
sub21,EP05_02,82,0,0
sub21,EP05_02,83,0,0
sub21,EP05_02,84,0,0
sub21,EP05_02,85,0,0
sub21,EP05_02,86,0,0
sub21,EP05_02,87,0,0
sub21,EP05_02,88,0,0
sub21,EP05_02,89,0,0
sub21,EP05_02,90,0,0
sub21,EP05_02,91,0,0
sub21,EP05_02,92,0,0
sub21,EP05_02,93,0,0
sub21,EP05_02,94,0,0
sub21,EP05_02,95,0,0
sub21,EP05_02,96,0,0
sub21,EP05_02,97,1,0
sub21,EP05_02,98,1,0
sub21,EP05_02,99,1,0
sub21,EP05_02,100,1,0
sub21,EP05_02,101,1,0
sub21,EP05_02,102,1,0
sub21,EP05_02,103,1,0
sub21,EP05_02,104,1,0
sub21,EP05_02,105,1,0
sub21,EP05_02,106,1,0
sub21,EP05_02,107,1,0
sub21,EP05_02,108,1,0
sub21,EP05_02,109,1,0
sub21,EP05_02,110,1,0
sub21,EP05_02,111,1,1
sub21,EP05_02,112,1,1
sub21,EP05_02,113,1,1
sub21,EP05_02,114,1,1
sub21,EP05_02,115,1,1
sub21,EP05_02,116,1,1
sub21,EP05_02,117,1,1
sub21,EP05_02,118,1,1
sub21,EP05_02,119,1,1
sub21,EP05_02,120,1,1
sub21,EP05_02,121,1,1
sub21,EP05_02,122,1,1
sub21,EP05_02,123,1,1
sub21,EP05_02,124,1,1
sub21,EP05_02,125,1,1
sub21,EP05_02,126,1,1
sub21,EP05_02,127,1,1
sub21,EP05_02,128,1,1
sub21,EP05_02,129,1,1
sub21,EP05_02,130,1,1
sub21,EP05_02,131,1,1
sub21,EP05_02,132,1,1
sub21,EP05_02,133,1,1
sub21,EP05_02,134,1,1
sub21,EP05_02,135,1,1
sub21,EP05_02,136,1,1
sub21,EP05_02,137,1,1
sub21,EP05_02,138,1,1
sub21,EP05_02,139,1,1
sub21,EP05_02,140,1,1
sub21,EP05_02,141,1,1
sub21,EP05_02,142,1,1
sub21,EP05_02,143,1,1
sub21,EP05_02,144,1,1
sub21,EP05_02,145,1,1
sub21,EP05_02,146,1,1
sub21,EP05_02,147,1,1
sub21,EP05_02,148,1,1
sub21,EP05_02,149,1,1
sub21,EP05_02,150,1,1
sub21,EP05_02,151,1,1
sub21,EP05_02,152,1,1
sub21,EP05_02,153,1,1
sub21,EP05_02,154,1,1
sub21,EP05_02,155,1,1
sub21,EP05_02,156,1,1
sub21,EP05_02,157,1,1
sub21,EP05_02,158,1,1
sub21,EP05_02,159,1,1
sub21,EP05_02,160,1,1
sub21,EP05_02,161,1,1
sub21,EP05_02,162,1,1
sub21,EP05_02,163,1,1
sub21,EP05_02,164,1,1
sub21,EP05_02,165,1,1
sub21,EP05_02,166,1,1
sub21,EP05_02,167,1,1
sub21,EP05_02,168,1,1
sub21,EP05_02,169,1,1
sub21,EP05_02,170,1,1
sub21,EP05_02,171,1,1
sub21,EP05_02,172,1,1
sub21,EP05_02,173,1,1
sub21,EP05_02,174,1,1
sub21,EP05_02,175,1,1
sub21,EP05_02,176,1,1
sub21,EP05_02,177,1,1
sub21,EP05_02,178,1,1
sub21,EP05_02,179,1,1
sub21,EP05_02,180,1,1
sub21,EP05_02,181,1,1
sub21,EP05_02,182,1,1
sub21,EP05_02,183,1,1
sub21,EP05_02,184,1,1
sub21,EP05_02,185,1,1
sub21,EP05_02,186,1,1
sub21,EP05_02,187,1,1
sub21,EP05_02,188,1,1
sub21,EP05_02,189,1,1
sub21,EP05_02,190,1,1
sub21,EP05_02,191,1,1
sub21,EP05_02,192,1,1
sub21,EP05_02,193,1,1
sub21,EP05_02,194,1,1
sub21,EP05_02,195,1,1
sub21,EP05_02,196,1,1
sub21,EP05_02,197,1,1
sub21,EP05_02,198,1,1
sub21,EP05_02,199,1,1
sub21,EP05_02,200,1,1
sub21,EP05_02,201,1,1
sub21,EP05_02,202,1,1
sub21,EP05_02,203,1,1
sub21,EP05_02,204,1,1
sub21,EP05_02,205,1,1
sub21,EP05_02,206,1,1
sub21,EP05_02,207,1,0
sub21,EP05_02,208,1,0
sub21,EP05_02,209,1,0
sub21,EP05_02,210,1,0
sub21,EP05_02,211,1,0
sub21,EP05_02,212,1,0
sub21,EP05_02,213,1,0
sub21,EP05_02,214,1,0
sub21,EP05_02,215,1,0
sub21,EP05_02,216,1,0
sub21,EP05_02,217,1,0
sub21,EP05_02,218,1,0
sub21,EP05_02,219,1,0
sub21,EP05_02,220,1,0
sub21,EP05_02,221,1,0
sub21,EP05_02,222,1,0
sub21,EP05_02,223,1,0
sub21,EP05_02,224,1,0
sub21,EP05_02,225,1,0
sub21,EP05_02,226,1,0
sub21,EP05_02,227,1,0
sub21,EP05_02,228,1,0
sub21,EP05_02,229,1,0
sub21,EP05_02,230,1,0
sub21,EP05_02,231,1,0
sub21,EP05_02,232,1,0
sub21,EP05_02,233,1,0
sub21,EP05_02,234,1,0
sub21,EP05_02,235,1,0
sub21,EP05_02,236,1,0
sub21,EP05_02,237,1,0
sub21,EP05_02,238,1,0
sub21,EP05_02,239,1,0
sub21,EP05_02,240,1,0
sub21,EP05_02,241,1,0
sub21,EP05_02,242,1,0
sub21,EP05_02,243,1,0
sub21,EP05_02,244,1,0
sub21,EP05_02,245,1,0
sub21,EP05_02,246,1,0
sub21,EP05_02,247,1,0
sub21,EP05_02,248,1,0
sub21,EP05_02,249,1,0
sub21,EP05_02,250,1,0
sub21,EP05_02,251,1,0
sub21,EP05_02,252,1,0
sub21,EP05_02,253,1,0
sub21,EP05_02,254,1,0
sub21,EP05_02,255,1,0
sub21,EP05_02,256,1,0
sub21,EP05_02,257,1,0
sub21,EP05_02,258,0,0
sub21,EP05_02,259,0,0
sub21,EP05_02,260,0,0
sub21,EP05_02,261,0,0
sub21,EP05_02,262,0,0
sub21,EP05_02,263,0,0
sub21,EP05_02,264,0,0
sub21,EP05_02,265,0,0
sub21,EP05_02,266,0,0
sub21,EP05_02,267,0,0
sub21,EP05_02,268,0,0
sub21,EP05_02,269,0,0
sub21,EP05_02,270,0,0
sub21,EP05_02,271,0,0
sub21,EP05_02,272,0,0
sub21,EP05_02,273,0,0
sub21,EP05_02,274,0,0
sub21,EP05_02,275,0,0
sub21,EP05_02,276,0,0
sub21,EP05_02,277,0,0
sub21,EP05_02,278,0,0
sub21,EP05_02,279,0,0
sub21,EP05_02,280,0,0
sub21,EP05_02,281,0,0
sub21,EP05_02,282,0,0
sub21,EP05_02,283,0,0
sub21,EP05_02,284,0,0
sub21,EP05_02,285,0,0
sub21,EP05_02,286,0,0
sub21,EP05_02,287,0,0
sub21,EP05_02,288,0,0
sub21,EP05_02,289,0,0
sub21,EP05_02,290,0,0
sub22,EP01_12,0,0,0
sub22,EP01_12,1,0,0
sub22,EP01_12,2,0,0
sub22,EP01_12,3,0,0
sub22,EP01_12,4,0,0
sub22,EP01_12,5,0,0
sub22,EP01_12,6,0,0
sub22,EP01_12,7,0,0
sub22,EP01_12,8,0,0
sub22,EP01_12,9,0,0
sub22,EP01_12,10,0,0
sub22,EP01_12,11,0,0
sub22,EP01_12,12,0,0
sub22,EP01_12,13,0,0
sub22,EP01_12,14,0,0
sub22,EP01_12,15,0,0
sub22,EP01_12,16,0,0
sub22,EP01_12,17,0,0
sub22,EP01_12,18,0,0
sub22,EP01_12,19,0,0
sub22,EP01_12,20,0,0
sub22,EP01_12,21,0,0
sub22,EP01_12,22,0,0
sub22,EP01_12,23,0,0
sub22,EP01_12,24,0,0
sub22,EP01_12,25,0,0
sub22,EP01_12,26,0,0
sub22,EP01_12,27,0,0
sub22,EP01_12,28,0,0
sub22,EP01_12,29,0,0
sub22,EP01_12,30,0,0
sub22,EP01_12,31,0,0
sub22,EP01_12,32,0,0
sub22,EP01_12,33,1,0
