1,2,3,4,5,6,7,8,9,10,11,12,Negative,Positive
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00009.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00010.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00011.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00012.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00013.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00014.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00015.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00016.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00017.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00018.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00019.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00020.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00044.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00045.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00046.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00047.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00048.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00049.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00050.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00051.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00052.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00053.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00054.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00055.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00082.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00083.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00084.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00085.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00086.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00087.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00088.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00089.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00090.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00091.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00092.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00093.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00090.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00091.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00092.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00093.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00094.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00095.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00096.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00097.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00098.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00099.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00100.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00101.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00126.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00127.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00128.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00129.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00130.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00131.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00132.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00133.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00134.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00135.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00136.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00137.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00249.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00250.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00251.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00252.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00253.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00254.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00255.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00256.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00257.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00258.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00259.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00260.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00283.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00284.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00285.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00286.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00287.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00288.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00289.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00290.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00291.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00292.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00293.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00294.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00350.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00351.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00352.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00353.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00354.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00355.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00356.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00357.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00358.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00359.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00360.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00361.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00393.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00394.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00395.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00396.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00397.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00398.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00399.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00400.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00401.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00402.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00403.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00404.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00399.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00400.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00401.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00402.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00403.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00404.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00405.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00406.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00407.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00408.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00409.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00410.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00545.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00546.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00547.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00548.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00549.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00550.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00551.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00552.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00553.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00554.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00555.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00556.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00547.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00548.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00549.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00550.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00551.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00552.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00553.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00554.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00555.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00556.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00557.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00558.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00574.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00575.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00576.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00577.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00578.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00579.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00580.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00581.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00582.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00583.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00584.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00585.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00589.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00590.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00591.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00592.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00593.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00594.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00595.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00596.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00597.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00598.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00599.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00600.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00690.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00691.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00692.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00693.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00694.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00695.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00696.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00697.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00698.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00699.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00700.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00701.jpg,1,11
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00714.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00715.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00716.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00717.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00718.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00719.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00720.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00721.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00722.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00723.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00724.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00725.jpg,1,11
