1,2,3,4,5,6,7,8,9,10,11,12,Label
s15/anger1_1/img557.jpg,s15/anger1_1/img558.jpg,s15/anger1_1/img559.jpg,s15/anger1_1/img560.jpg,s15/anger1_1/img561.jpg,s15/anger1_1/img562.jpg,s15/anger1_1/img563.jpg,s15/anger1_1/img564.jpg,s15/anger1_1/img565.jpg,s15/anger1_1/img566.jpg,s15/anger1_1/img567.jpg,s15/anger1_1/img568.jpg,1
s15/anger1_1/img569.jpg,s15/anger1_1/img570.jpg,s15/anger1_1/img571.jpg,s15/anger1_1/img572.jpg,s15/anger1_1/img573.jpg,s15/anger1_1/img574.jpg,s15/anger1_1/img575.jpg,s15/anger1_1/img576.jpg,s15/anger1_1/img577.jpg,s15/anger1_1/img578.jpg,s15/anger1_1/img579.jpg,s15/anger1_1/img580.jpg,1
s15/anger1_1/img581.jpg,s15/anger1_1/img582.jpg,s15/anger1_1/img583.jpg,s15/anger1_1/img584.jpg,s15/anger1_1/img585.jpg,s15/anger1_1/img586.jpg,s15/anger1_1/img587.jpg,s15/anger1_1/img588.jpg,s15/anger1_1/img589.jpg,s15/anger1_1/img590.jpg,s15/anger1_1/img591.jpg,s15/anger1_1/img592.jpg,1
s15/anger1_1/img593.jpg,s15/anger1_1/img594.jpg,s15/anger1_1/img595.jpg,s15/anger1_1/img596.jpg,s15/anger1_1/img597.jpg,s15/anger1_1/img598.jpg,s15/anger1_1/img599.jpg,s15/anger1_1/img600.jpg,s15/anger1_1/img601.jpg,s15/anger1_1/img602.jpg,s15/anger1_1/img603.jpg,s15/anger1_1/img604.jpg,1
s15/anger1_1/img605.jpg,s15/anger1_1/img606.jpg,s15/anger1_1/img607.jpg,s15/anger1_1/img608.jpg,s15/anger1_1/img608.jpg,s15/anger1_1/img608.jpg,s15/anger1_1/img608.jpg,s15/anger1_1/img608.jpg,s15/anger1_1/img608.jpg,s15/anger1_1/img608.jpg,s15/anger1_1/img608.jpg,s15/anger1_1/img608.jpg,1
s15/anger1_2/img2854.jpg,s15/anger1_2/img2855.jpg,s15/anger1_2/img2856.jpg,s15/anger1_2/img2857.jpg,s15/anger1_2/img2858.jpg,s15/anger1_2/img2859.jpg,s15/anger1_2/img2860.jpg,s15/anger1_2/img2861.jpg,s15/anger1_2/img2862.jpg,s15/anger1_2/img2863.jpg,s15/anger1_2/img2864.jpg,s15/anger1_2/img2865.jpg,1
s15/anger1_2/img2866.jpg,s15/anger1_2/img2867.jpg,s15/anger1_2/img2868.jpg,s15/anger1_2/img2869.jpg,s15/anger1_2/img2870.jpg,s15/anger1_2/img2971.jpg,s15/anger1_2/img2971.jpg,s15/anger1_2/img2971.jpg,s15/anger1_2/img2971.jpg,s15/anger1_2/img2971.jpg,s15/anger1_2/img2971.jpg,s15/anger1_2/img2971.jpg,1
s15/anger2_1/img2155.jpg,s15/anger2_1/img2156.jpg,s15/anger2_1/img2157.jpg,s15/anger2_1/img2158.jpg,s15/anger2_1/img2159.jpg,s15/anger2_1/img2160.jpg,s15/anger2_1/img2161.jpg,s15/anger2_1/img2162.jpg,s15/anger2_1/img2163.jpg,s15/anger2_1/img2163.jpg,s15/anger2_1/img2163.jpg,s15/anger2_1/img2163.jpg,1
s15/anger2_2/img3363.jpg,s15/anger2_2/img3364.jpg,s15/anger2_2/img3365.jpg,s15/anger2_2/img3366.jpg,s15/anger2_2/img3367.jpg,s15/anger2_2/img3368.jpg,s15/anger2_2/img3369.jpg,s15/anger2_2/img3370.jpg,s15/anger2_2/img3371.jpg,s15/anger2_2/img3372.jpg,s15/anger2_2/img3373.jpg,s15/anger2_2/img3374.jpg,1
s15/anger2_2/img3375.jpg,s15/anger2_2/img3376.jpg,s15/anger2_2/img3377.jpg,s15/anger2_2/img3378.jpg,s15/anger2_2/img3379.jpg,s15/anger2_2/img3380.jpg,s15/anger2_2/img3381.jpg,s15/anger2_2/img3382.jpg,s15/anger2_2/img3383.jpg,s15/anger2_2/img3383.jpg,s15/anger2_2/img3383.jpg,s15/anger2_2/img3383.jpg,1
s15/anger2_3/img3380.jpg,s15/anger2_3/img3381.jpg,s15/anger2_3/img3382.jpg,s15/anger2_3/img3383.jpg,s15/anger2_3/img3384.jpg,s15/anger2_3/img3385.jpg,s15/anger2_3/img3386.jpg,s15/anger2_3/img3387.jpg,s15/anger2_3/img3388.jpg,s15/anger2_3/img3389.jpg,s15/anger2_3/img3390.jpg,s15/anger2_3/img3391.jpg,1
s15/anger2_3/img3392.jpg,s15/anger2_3/img3393.jpg,s15/anger2_3/img3394.jpg,s15/anger2_3/img3395.jpg,s15/anger2_3/img3396.jpg,s15/anger2_3/img3397.jpg,s15/anger2_3/img3398.jpg,s15/anger2_3/img3399.jpg,s15/anger2_3/img3400.jpg,s15/anger2_3/img3401.jpg,s15/anger2_3/img3402.jpg,s15/anger2_3/img3403.jpg,1
s15/anger2_3/img3404.jpg,s15/anger2_3/img3405.jpg,s15/anger2_3/img3406.jpg,s15/anger2_3/img3407.jpg,s15/anger2_3/img3407.jpg,s15/anger2_3/img3407.jpg,s15/anger2_3/img3407.jpg,s15/anger2_3/img3407.jpg,s15/anger2_3/img3407.jpg,s15/anger2_3/img3407.jpg,s15/anger2_3/img3407.jpg,s15/anger2_3/img3407.jpg,1
s15/anger2_4/img3738.jpg,s15/anger2_4/img3739.jpg,s15/anger2_4/img3740.jpg,s15/anger2_4/img3741.jpg,s15/anger2_4/img3742.jpg,s15/anger2_4/img3743.jpg,s15/anger2_4/img3744.jpg,s15/anger2_4/img3745.jpg,s15/anger2_4/img3746.jpg,s15/anger2_4/img3747.jpg,s15/anger2_4/img3748.jpg,s15/anger2_4/img3749.jpg,1
s15/anger2_4/img3750.jpg,s15/anger2_4/img3751.jpg,s15/anger2_4/img3752.jpg,s15/anger2_4/img3753.jpg,s15/anger2_4/img3754.jpg,s15/anger2_4/img3755.jpg,s15/anger2_4/img3756.jpg,s15/anger2_4/img3757.jpg,s15/anger2_4/img3758.jpg,s15/anger2_4/img3759.jpg,s15/anger2_4/img3760.jpg,s15/anger2_4/img3761.jpg,1
